ID_CLIENTE;FORMA_AQUISICAO;IDADE_CLIENTE;SEXO;QT_FILHOS;DT_AQUISICAO;DIAS_ATIVO;MESES_ATIVO;DURACAO_CONTRATO;VL_PLANO_ADESAO;VL_PLANO_ATUAL;NOME_PRODUTO;QT_PONTOS_INSTALADOS;QT_PC_PAGAS;QT_PC_VENCIDAS;QT_PC_PAGA_ATRASO;QT_PC_PAGA_EM_DIA;QT_ACORDO_PAGAMENTO;VL_MENSALIDADE_ATRASO;VL_MENSALIDADE_DT_AQUISICAO;VL_MENSALIDADE_DT_ATUAL
1468;Vendedor;38;FEMININO;2;30/10/2018;995;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
1469;Vendedor;38;MASCULINO;1;30/10/2018;995;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;1;4;1;0;230;265
1470;Vendedor;38;FEMININO;2;30/10/2018;995;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;0;0;230;265
1471;Vendedor;38;MASCULINO;1;30/10/2018;995;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
1472;Vendedor;38;FEMININO;2;13/11/2018;981;32;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);2;5;0;2;3;1;0;450;518
1473;Vendedor;38;MASCULINO;1;31/10/2018;994;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;0;0;230;265
1474;Vendedor;38;FEMININO;2;31/10/2018;994;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;2;0;1;1;0;0;230;265
1475;Vendedor;38;MASCULINO;1;31/10/2018;994;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
1476;Vendedor;38;FEMININO;2;31/10/2018;994;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
1477;Vendedor;38;MASCULINO;1;31/10/2018;994;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;0;0;230;265
1478;Vendedor;38;FEMININO;2;31/10/2018;994;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
1479;Vendedor;38;MASCULINO;1;31/10/2018;994;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;1;0;230;265
1480;Vendedor;38;FEMININO;2;31/10/2018;994;33;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);1;3;0;2;1;0;0;290;334
1481;Vendedor;38;MASCULINO;1;31/10/2018;994;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
1482;Vendedor;38;FEMININO;2;01/11/2018;993;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
1483;Vendedor;38;MASCULINO;1;01/11/2018;993;32;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);1;3;0;2;1;2;0;290;334
1484;Vendedor;38;FEMININO;2;01/11/2018;993;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;2;1;0;0;230;265
1485;Vendedor;38;MASCULINO;1;20/06/2018;1127;37;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);3;21;0;4;17;0;0;290;334
1486;Vendedor;38;FEMININO;2;01/11/2018;993;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;0;0;230;265
1487;Site;38;MASCULINO;1;07/11/2018;987;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;1;2;1;0;230;265
1488;Site;38;FEMININO;2;07/11/2018;987;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;2;3;1;0;230;265
1489;Vendedor;38;MASCULINO;2;05/11/2018;989;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;0;0;230;265
1490;Vendedor;38;FEMININO;1;06/11/2018;988;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;2;0;1;1;0;0;230;265
1491;Site;38;MASCULINO;2;09/11/2018;985;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;2;3;1;0;230;265
1492;Vendedor;38;FEMININO;1;06/11/2018;988;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
1493;Vendedor;38;MASCULINO;2;08/11/2018;986;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;3;0;0;3;0;0;350;403
1494;Vendedor;38;FEMININO;1;06/11/2018;988;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;2;0;0;2;1;0;230;265
1495;Vendedor;38;MASCULINO;2;09/05/2018;1169;38;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;5;0;1;4;1;0;350;403
1496;Vendedor;38;FEMININO;1;11/04/2018;1197;39;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;2;0;1;1;0;0;230;265
1497;Vendedor;38;MASCULINO;2;11/04/2018;1197;39;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;2;0;1;1;0;0;230;265
1498;Vendedor;38;FEMININO;1;07/11/2018;987;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
1499;Vendedor;38;MASCULINO;2;07/11/2018;987;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
1500;Vendedor;38;FEMININO;1;12/11/2018;982;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;2;0;1;1;0;0;350;403
1501;Vendedor;38;MASCULINO;2;08/11/2018;986;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;2;0;0;2;0;0;230;265
1502;Vendedor;38;FEMININO;1;09/11/2018;985;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
1503;Vendedor;38;MASCULINO;2;09/11/2018;985;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;1;5;1;0;230;265
1504;Vendedor;38;FEMININO;1;09/11/2018;985;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;2;0;1;1;0;0;350;403
1505;Site;38;MASCULINO;2;13/11/2018;981;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;2;0;0;2;1;0;230;265
1506;Site;38;FEMININO;1;17/02/2021;154;5;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;2;1;1;1;0;265;230;265
1507;Vendedor;38;MASCULINO;2;09/11/2018;985;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
1508;Vendedor;38;FEMININO;1;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;1;0;0;1;0;0;350;403
1509;Vendedor;38;MASCULINO;2;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;1;0;0;1;0;0;350;403
1510;Vendedor;38;FEMININO;1;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;1;0;0;1;0;0;350;403
1511;Vendedor;38;MASCULINO;2;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;1;0;0;1;0;0;350;403
1512;Vendedor;38;FEMININO;1;13/11/2018;981;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;2;0;1;1;0;0;350;403
1513;Vendedor;38;MASCULINO;2;13/11/2018;981;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;3;0;0;3;0;0;230;265
1514;Vendedor;38;FEMININO;2;13/11/2018;981;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;2;4;1;0;230;265
1515;Vendedor;38;MASCULINO;1;13/11/2018;981;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;2;0;1;1;0;0;350;403
1516;Vendedor;38;FEMININO;2;13/11/2018;981;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;2;0;0;2;0;0;350;403
1517;Vendedor;38;MASCULINO;1;28/06/2019;754;25;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);2;4;0;1;3;0;0;450;518
1518;Site;38;FEMININO;2;16/11/2018;978;32;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);3;5;0;4;1;1;0;450;518
1519;Vendedor;38;MASCULINO;1;31/08/2018;1055;35;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);1;5;0;3;2;0;0;290;334
1520;Vendedor;38;FEMININO;2;14/11/2018;980;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;1;2;1;0;230;265
1521;Vendedor;38;MASCULINO;1;14/11/2018;980;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;1;0;230;265
1522;Site;38;FEMININO;2;19/11/2018;975;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
1523;Site;38;MASCULINO;1;19/11/2018;975;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;2;0;1;1;1;0;230;265
1524;Vendedor;38;FEMININO;2;19/11/2018;975;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;3;3;0;0;230;265
1525;Vendedor;38;MASCULINO;1;19/11/2018;975;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;2;0;1;1;0;0;350;403
1526;Vendedor;38;FEMININO;2;19/11/2018;975;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;2;0;1;1;0;0;350;403
1527;Vendedor;38;MASCULINO;1;29/05/2020;418;14;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;0;0;230;265
1528;Vendedor;38;FEMININO;2;19/11/2018;975;32;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);1;6;0;5;1;0;0;290;334
1529;Vendedor;38;MASCULINO;1;19/11/2018;975;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;5;0;1;0;230;265
1530;Site;38;FEMININO;2;17/09/2020;307;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;3;0;1;0;230;265
1531;Site;38;MASCULINO;1;01/09/2020;323;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
1532;Vendedor;38;FEMININO;2;12/02/2019;890;29;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;1;2;0;0;230;265
1533;Vendedor;38;MASCULINO;1;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;1;0;0;1;0;0;350;403
1534;Vendedor;38;FEMININO;2;19/11/2018;975;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;1;5;0;0;230;265
1535;Vendedor;38;MASCULINO;1;19/11/2018;975;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;3;3;1;0;230;265
1536;Vendedor;38;FEMININO;2;27/05/2019;786;26;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;5;0;2;3;1;0;350;403
1537;Vendedor;38;MASCULINO;1;27/05/2019;786;26;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;5;0;2;3;1;0;350;403
1538;Vendedor;38;FEMININO;2;19/11/2018;975;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;0;0;230;265
1539;Site;38;MASCULINO;2;21/11/2018;973;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;4;2;1;0;230;265
1540;Vendedor;38;FEMININO;1;21/11/2018;973;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;3;3;1;0;230;265
1541;Vendedor;38;MASCULINO;2;21/11/2018;973;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;3;0;2;1;0;0;350;403
1542;Vendedor;38;FEMININO;1;22/11/2018;972;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;3;0;0;3;0;0;350;403
1543;Vendedor;38;MASCULINO;2;23/11/2018;971;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
1544;Vendedor;38;FEMININO;1;23/11/2018;971;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;3;0;2;1;0;0;350;403
1545;Vendedor;38;MASCULINO;2;23/11/2018;971;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;3;0;0;3;0;0;350;403
1546;Vendedor;38;FEMININO;1;23/11/2018;971;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
1547;Vendedor;38;MASCULINO;2;23/11/2018;971;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;1;4;1;0;230;265
1548;Vendedor;38;FEMININO;1;23/11/2018;971;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;2;0;0;2;0;0;350;403
1549;Vendedor;38;MASCULINO;2;23/11/2018;971;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
1550;Vendedor;38;FEMININO;1;23/11/2018;971;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
1551;Vendedor;38;MASCULINO;2;26/11/2018;968;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;3;0;2;1;0;0;350;403
1552;Vendedor;38;FEMININO;1;26/11/2018;968;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
1553;Vendedor;38;MASCULINO;2;26/11/2018;968;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
1554;Vendedor;38;FEMININO;1;26/11/2018;968;32;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);3;5;0;3;2;0;0;290;334
1555;Vendedor;38;MASCULINO;2;26/11/2018;968;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
1556;Vendedor;38;FEMININO;1;26/11/2018;968;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;1;4;0;0;230;265
1557;Vendedor;38;MASCULINO;2;26/11/2018;968;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;2;1;0;0;230;265
1558;Vendedor;38;FEMININO;1;29/11/2018;965;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;2;0;0;2;0;0;230;265
1559;Vendedor;38;MASCULINO;2;27/11/2018;967;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;0;0;230;265
1560;Site;38;FEMININO;1;03/11/2020;260;8;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);3;5;0;1;4;0;0;290;334
1561;Vendedor;38;MASCULINO;2;27/11/2018;967;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
1562;Vendedor;38;FEMININO;1;27/11/2018;967;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
1563;Vendedor;38;MASCULINO;2;27/11/2018;967;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;0;0;230;265
1564;Vendedor;38;FEMININO;2;27/11/2018;967;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
1565;Vendedor;38;MASCULINO;1;28/11/2018;966;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;3;0;0;3;0;0;350;403
1566;Vendedor;38;FEMININO;2;28/11/2018;966;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
1567;Vendedor;38;MASCULINO;1;28/11/2018;966;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;3;0;1;2;0;0;350;403
1568;Vendedor;38;FEMININO;2;29/11/2018;965;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;1;4;1;0;230;265
1569;Vendedor;38;MASCULINO;1;29/11/2018;965;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;3;0;2;1;0;0;350;403
1570;Vendedor;38;FEMININO;2;20/02/2019;882;29;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;4;0;3;1;0;0;230;265
1571;Vendedor;38;MASCULINO;1;29/11/2018;965;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
1572;Vendedor;38;FEMININO;2;29/11/2018;965;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;0;0;230;265
1573;Vendedor;38;MASCULINO;1;29/11/2018;965;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
1574;Vendedor;38;FEMININO;2;30/11/2018;964;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;1;4;1;0;230;265
1575;Vendedor;38;MASCULINO;1;30/11/2018;964;32;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
1576;Vendedor;38;FEMININO;2;28/02/2019;874;29;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
1577;Vendedor;38;MASCULINO;1;30/11/2018;964;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;3;0;0;3;0;0;350;403
1578;Vendedor;38;FEMININO;2;30/11/2018;964;32;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;3;0;1;2;0;0;350;403
1579;Vendedor;38;MASCULINO;1;02/06/2020;414;13;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);1;5;0;1;4;0;0;450;518
1580;Vendedor;38;FEMININO;2;03/12/2018;961;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;2;0;0;2;0;0;350;403
1581;Vendedor;38;MASCULINO;1;03/12/2018;961;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;3;0;0;3;0;0;350;403
1582;Vendedor;38;FEMININO;2;03/12/2018;961;31;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);1;5;0;0;5;0;0;450;518
1583;Vendedor;38;MASCULINO;1;03/12/2018;961;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;5;0;1;0;230;265
1584;Site;38;FEMININO;2;10/12/2018;954;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
1585;Vendedor;38;MASCULINO;1;17/04/2019;826;27;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);1;3;0;2;1;0;0;290;334
1586;Vendedor;38;FEMININO;2;10/12/2018;954;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;0;0;0;0;0;0;350;403
1587;Site;38;MASCULINO;1;27/11/2020;236;8;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;1;0;230;265
1588;Vendedor;38;FEMININO;2;05/12/2018;959;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
1589;Vendedor;38;MASCULINO;2;10/12/2018;954;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;3;0;1;2;0;0;350;403
1590;Site;38;FEMININO;1;11/12/2018;953;31;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);3;3;0;0;3;1;0;450;518
1591;Site;38;MASCULINO;2;05/05/2021;77;2;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;3;2;0;3;0;529;230;265
1592;Vendedor;38;FEMININO;1;06/12/2018;958;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;3;0;1;2;0;0;350;403
1593;Vendedor;38;MASCULINO;2;06/12/2018;958;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;2;1;1;0;230;265
1594;Vendedor;38;FEMININO;1;06/12/2018;958;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
1595;Vendedor;38;MASCULINO;2;25/05/2020;422;14;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;1;0;0;1;0;0;230;265
1596;Vendedor;38;FEMININO;1;10/12/2018;954;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
1597;Vendedor;38;MASCULINO;2;10/12/2018;954;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;0;0;230;265
1598;Site;38;FEMININO;1;12/12/2018;952;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;1;0;230;265
1599;Vendedor;38;MASCULINO;2;10/12/2018;954;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;3;0;0;3;0;0;350;403
1600;Vendedor;38;FEMININO;1;10/12/2018;954;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;4;0;1;3;0;0;350;403
1601;Vendedor;38;MASCULINO;2;17/12/2018;947;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;0;6;1;0;230;265
1602;Vendedor;38;FEMININO;1;17/12/2018;947;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;3;3;1;0;230;265
1603;Vendedor;38;MASCULINO;2;12/12/2018;952;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;1;4;1;0;230;265
1604;Vendedor;38;FEMININO;1;12/12/2018;952;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;1;4;1;0;230;265
1605;Vendedor;38;MASCULINO;2;13/12/2018;951;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;4;0;0;4;0;0;350;403
1606;Vendedor;38;FEMININO;1;13/12/2018;951;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;2;4;1;0;230;265
1607;Vendedor;38;MASCULINO;2;13/12/2018;951;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
1608;Site;38;FEMININO;1;17/12/2018;947;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
1609;Vendedor;42;MASCULINO;2;17/12/2018;947;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;1;5;0;0;230;265
1610;Vendedor;42;FEMININO;1;14/12/2018;950;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;0;3;1;0;230;265
1611;Vendedor;42;MASCULINO;2;14/12/2018;950;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;3;0;0;3;0;0;350;403
1612;Vendedor;42;FEMININO;1;17/12/2018;947;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;4;0;1;3;0;0;350;403
1613;Vendedor;42;MASCULINO;2;17/12/2018;947;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
1614;Site;42;FEMININO;2;17/12/2018;947;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;4;0;4;0;1;0;230;265
1615;Vendedor;42;MASCULINO;1;14/12/2018;950;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;5;0;1;0;230;265
1616;Site;42;FEMININO;2;17/12/2018;947;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
1617;Site;42;MASCULINO;1;19/12/2018;945;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;4;2;1;0;230;265
1618;Site;42;FEMININO;2;19/12/2018;945;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;5;1;1;0;230;265
1619;Vendedor;42;MASCULINO;2;10/10/2018;1015;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;2;0;0;2;0;0;230;265
1620;Vendedor;42;FEMININO;1;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;1;0;0;1;0;0;350;403
1621;Vendedor;42;MASCULINO;2;17/12/2018;947;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;6;0;1;0;230;265
1622;Site;42;FEMININO;1;19/12/2018;945;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;5;1;1;0;230;265
1623;Vendedor;42;MASCULINO;2;18/12/2018;946;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;1;5;1;0;230;265
1624;Vendedor;42;FEMININO;1;18/12/2018;946;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;4;0;3;1;0;0;350;403
1625;Vendedor;42;MASCULINO;2;16/07/2020;370;12;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;1;5;0;0;230;265
1626;Vendedor;42;FEMININO;1;19/12/2018;945;31;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);3;6;0;2;4;2;0;290;334
1627;Vendedor;42;MASCULINO;2;18/12/2018;946;31;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);1;6;0;5;1;0;0;290;334
1628;Vendedor;42;FEMININO;1;18/12/2018;946;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;2;4;1;0;230;265
1629;Vendedor;42;MASCULINO;2;18/12/2018;946;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;4;0;2;2;0;0;350;403
1630;Site;42;FEMININO;1;19/12/2018;945;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
1631;Vendedor;42;MASCULINO;2;18/12/2018;946;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;4;0;1;3;0;0;350;403
1632;Vendedor;42;FEMININO;1;31/01/2019;902;30;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;5;0;2;3;0;0;350;403
1633;Vendedor;42;MASCULINO;2;31/01/2019;902;30;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
1634;Vendedor;42;FEMININO;1;19/12/2018;945;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;4;0;0;4;0;0;350;403
1635;Site;42;MASCULINO;2;19/12/2018;945;31;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);3;6;0;6;0;1;0;450;518
1636;Vendedor;42;FEMININO;1;19/12/2018;945;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;3;3;1;0;230;265
1637;Vendedor;42;MASCULINO;2;19/12/2018;945;31;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);2;5;0;4;1;2;0;290;334
1638;Vendedor;42;FEMININO;1;19/07/2019;733;24;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);3;6;0;3;3;0;0;290;334
1639;Vendedor;42;MASCULINO;2;19/12/2018;945;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;3;3;0;0;230;265
1640;Vendedor;42;FEMININO;1;19/12/2018;945;31;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);2;6;0;2;4;2;0;290;334
1641;Vendedor;42;MASCULINO;2;19/12/2018;945;31;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;4;0;1;3;0;0;350;403
1642;Vendedor;42;FEMININO;1;21/12/2018;943;31;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;4;0;3;1;1;0;230;265
